ADVERSARY_NAME,apt32,lazarus-group,apt28,unc2452,wizard-spider,apt41,turla,oilrig,muddywater,patchwork,bronze-butler,apt39,apt3,fin6,dragonfly-2.0,threat-group-3390,cobalt-group,menupass,rocke,apt33,apt29,tropic-trooper,ta505,leviathan,ke3chang,magic-hound,fin7,fin8,silence,sandworm-team,soft-cell,apt1,temp.veles,kimsuky,gamaredon-group,blue-mockingbird,apt37,inception,machete,honeybee,gorgon-group,fin4,apt19,promethium,molerats,leafminer,frankenstein,apt38,night-dragon,chimera,darkhotel,stolen-pencil,rancor,fin10,deep-panda,dark-caracal,admin@338,windshift,platinum,copykittens,carbanak,apt18,the-white-company,stealth-falcon,sharpshooter,rtm,naikon,gallmaker,elderwood,blacktech,apt-c-36,whitefly,wirte,ta459,sowbug,poseidon-group,mofang,fin5,darkhydrus,cleaver,apt12,threat-group-1314,strider,silverterrier,putter-panda,equation,axiom,thrip,suckfly,orangeworm,group5,gcman,darkvishnya,apt30,winnti-group,scarlet-mimic,moafee,gold-southfield,dragonfly,apt17,apt16,taidoor,pittytiger,neodymium,monsoon,lotus-blossom,dust-storm,dragonok,charming-kitten,blackoasis,apt34
rancor,15%,13%,13%,10%,16%,13%,14%,17%,22%,19%,24%,16%,8%,17%,17%,9%,26%,18%,5%,23%,14%,20%,30%,20%,11%,28%,28%,24%,31%,25%,13%,13%,8%,8%,46%,15%,38%,33%,36%,18%,36%,36%,27%,10%,30%,0%,50%,20%,11%,11%,38%,0%,-,29%,0%,43%,50%,33%,33%,0%,0%,33%,40%,40%,60%,40%,40%,40%,40%,40%,80%,25%,50%,75%,25%,0%,50%,0%,50%,0%,50%,33%,0%,33%,0%,0%,0%,0%,50%,50%,0%,0%,0%,100%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
fin10,15%,13%,9%,13%,19%,20%,10%,17%,15%,23%,20%,16%,24%,25%,25%,17%,26%,23%,9%,14%,18%,20%,10%,20%,11%,22%,22%,29%,38%,6%,20%,13%,31%,23%,31%,31%,15%,17%,18%,27%,27%,0%,18%,20%,20%,0%,30%,20%,0%,33%,25%,29%,29%,-,14%,29%,17%,0%,0%,17%,0%,50%,20%,40%,20%,20%,0%,20%,0%,0%,20%,0%,25%,25%,25%,25%,0%,25%,25%,0%,0%,33%,0%,0%,33%,0%,33%,50%,50%,0%,50%,0%,50%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
deep-panda,13%,5%,6%,3%,6%,7%,10%,10%,4%,8%,4%,12%,20%,4%,8%,9%,9%,5%,0%,5%,9%,5%,5%,15%,5%,11%,6%,12%,6%,0%,20%,0%,23%,8%,0%,23%,0%,17%,0%,0%,18%,0%,27%,0%,10%,0%,10%,0%,0%,22%,0%,0%,0%,14%,-,0%,0%,0%,0%,33%,0%,0%,0%,20%,0%,0%,0%,20%,0%,0%,0%,0%,50%,25%,0%,25%,0%,0%,50%,0%,0%,33%,0%,0%,0%,0%,33%,50%,0%,50%,0%,0%,50%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
dark-caracal,10%,18%,9%,6%,13%,13%,10%,17%,15%,15%,16%,16%,12%,17%,13%,13%,17%,9%,14%,14%,14%,20%,20%,15%,16%,28%,17%,12%,25%,13%,13%,7%,0%,8%,31%,8%,31%,25%,27%,18%,27%,18%,27%,20%,20%,0%,20%,30%,22%,0%,38%,0%,43%,29%,0%,-,33%,33%,17%,0%,0%,50%,40%,20%,40%,40%,20%,20%,40%,20%,20%,25%,25%,25%,25%,0%,25%,0%,25%,0%,25%,33%,0%,33%,33%,0%,0%,0%,50%,50%,0%,0%,0%,50%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
admin@338,13%,8%,9%,6%,10%,10%,14%,17%,15%,15%,16%,12%,8%,13%,13%,9%,13%,18%,5%,9%,9%,20%,15%,15%,11%,17%,17%,18%,25%,19%,7%,27%,8%,8%,23%,15%,23%,17%,18%,9%,27%,18%,18%,20%,20%,0%,30%,10%,0%,11%,38%,0%,43%,14%,0%,29%,-,33%,33%,0%,17%,17%,40%,0%,40%,40%,40%,40%,40%,40%,40%,50%,0%,50%,50%,50%,50%,0%,50%,0%,50%,33%,0%,0%,0%,0%,0%,0%,50%,0%,0%,0%,0%,100%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
windshift,10%,8%,9%,0%,13%,3%,10%,17%,7%,15%,8%,16%,0%,13%,17%,0%,17%,9%,0%,18%,14%,10%,20%,20%,0%,22%,11%,24%,13%,13%,0%,13%,0%,15%,15%,0%,23%,17%,36%,0%,18%,36%,18%,10%,40%,0%,20%,0%,22%,0%,25%,14%,29%,0%,0%,29%,33%,-,33%,0%,0%,0%,40%,0%,40%,40%,40%,40%,80%,80%,40%,25%,0%,50%,0%,0%,100%,0%,50%,0%,50%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,100%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
platinum,13%,10%,13%,0%,6%,10%,3%,14%,11%,8%,12%,16%,8%,13%,8%,9%,9%,18%,0%,14%,9%,10%,10%,15%,11%,22%,11%,18%,19%,25%,13%,13%,8%,15%,15%,8%,15%,17%,18%,0%,18%,27%,18%,10%,20%,10%,20%,10%,0%,0%,38%,29%,29%,0%,0%,14%,33%,33%,-,0%,0%,0%,40%,0%,40%,40%,40%,40%,40%,40%,40%,50%,0%,50%,25%,0%,50%,0%,50%,25%,50%,0%,0%,0%,0%,0%,0%,0%,0%,0%,50%,0%,0%,100%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
copykittens,8%,5%,9%,13%,6%,10%,7%,3%,11%,8%,8%,8%,16%,13%,4%,4%,4%,9%,0%,9%,9%,0%,15%,10%,5%,17%,11%,12%,13%,6%,13%,7%,8%,15%,8%,15%,0%,8%,0%,9%,18%,0%,27%,10%,20%,0%,10%,0%,0%,22%,13%,0%,0%,14%,29%,0%,0%,0%,0%,-,17%,0%,0%,20%,0%,0%,0%,40%,0%,0%,0%,0%,25%,25%,25%,25%,0%,0%,50%,0%,0%,0%,0%,0%,0%,0%,0%,50%,50%,0%,0%,0%,50%,0%,100%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
carbanak,10%,8%,3%,13%,6%,7%,3%,0%,7%,4%,4%,8%,8%,4%,4%,4%,4%,5%,9%,0%,9%,10%,5%,0%,5%,6%,17%,0%,6%,19%,0%,7%,8%,15%,8%,23%,8%,0%,0%,9%,0%,0%,18%,30%,0%,0%,0%,0%,0%,11%,0%,0%,0%,0%,0%,0%,17%,0%,0%,17%,-,0%,0%,0%,0%,0%,0%,0%,0%,0%,20%,25%,0%,0%,25%,25%,0%,0%,0%,0%,25%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,50%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
apt18,10%,10%,9%,10%,13%,17%,10%,14%,11%,12%,20%,12%,12%,13%,13%,22%,22%,9%,14%,9%,9%,25%,10%,10%,21%,22%,17%,12%,19%,13%,7%,7%,8%,15%,31%,8%,23%,17%,18%,27%,18%,9%,18%,10%,10%,0%,10%,30%,11%,0%,25%,0%,29%,43%,0%,43%,17%,0%,0%,0%,0%,-,20%,20%,20%,20%,0%,0%,0%,0%,0%,0%,25%,0%,25%,0%,0%,25%,0%,0%,0%,33%,0%,33%,33%,0%,0%,0%,50%,50%,50%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
the-white-company,8%,10%,9%,3%,13%,7%,7%,10%,11%,19%,12%,12%,8%,13%,13%,4%,17%,14%,14%,9%,18%,20%,15%,10%,0%,17%,11%,24%,19%,19%,7%,7%,8%,15%,23%,0%,15%,17%,18%,9%,18%,18%,18%,10%,20%,0%,30%,20%,11%,0%,38%,0%,29%,14%,0%,29%,33%,33%,33%,0%,0%,17%,-,0%,40%,40%,60%,40%,60%,40%,40%,25%,0%,50%,0%,0%,50%,25%,50%,0%,50%,0%,0%,0%,0%,0%,0%,0%,0%,0%,50%,0%,0%,100%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
stealth-falcon,8%,8%,9%,10%,10%,10%,7%,14%,15%,12%,16%,12%,12%,13%,8%,9%,13%,9%,5%,23%,9%,5%,15%,5%,5%,17%,11%,12%,13%,13%,13%,0%,15%,15%,15%,15%,15%,33%,18%,0%,9%,9%,18%,0%,20%,10%,30%,10%,11%,22%,0%,14%,29%,29%,14%,14%,0%,0%,0%,17%,0%,17%,0%,-,0%,0%,0%,20%,0%,0%,20%,0%,50%,25%,0%,25%,0%,0%,25%,0%,0%,0%,0%,33%,0%,0%,0%,50%,0%,50%,0%,0%,50%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
sharpshooter,10%,10%,9%,0%,10%,7%,10%,7%,19%,19%,16%,12%,4%,13%,13%,4%,22%,9%,5%,18%,14%,15%,20%,20%,5%,22%,28%,12%,25%,19%,0%,7%,0%,15%,31%,0%,38%,33%,27%,18%,36%,27%,27%,20%,40%,0%,30%,0%,0%,0%,38%,0%,43%,14%,0%,29%,33%,33%,33%,0%,0%,17%,40%,0%,-,60%,40%,60%,40%,40%,60%,25%,25%,75%,0%,0%,50%,0%,50%,0%,50%,0%,0%,0%,33%,0%,0%,0%,0%,0%,0%,0%,0%,100%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
rtm,8%,8%,6%,0%,10%,10%,7%,7%,11%,15%,16%,12%,4%,13%,13%,9%,13%,14%,9%,14%,14%,15%,10%,15%,5%,17%,17%,12%,19%,13%,0%,7%,0%,15%,23%,0%,23%,25%,27%,9%,27%,18%,27%,20%,30%,0%,20%,0%,0%,0%,38%,0%,29%,14%,0%,29%,33%,33%,33%,0%,0%,17%,40%,0%,60%,-,40%,40%,40%,40%,40%,50%,0%,50%,0%,0%,50%,0%,50%,0%,50%,0%,0%,0%,33%,0%,0%,0%,0%,0%,0%,0%,0%,100%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
naikon,8%,5%,6%,0%,10%,7%,7%,7%,11%,15%,12%,8%,4%,8%,8%,4%,13%,14%,5%,9%,9%,20%,10%,10%,0%,11%,11%,18%,13%,13%,7%,7%,0%,8%,15%,0%,15%,17%,18%,0%,18%,18%,27%,10%,20%,0%,30%,0%,0%,0%,38%,0%,29%,0%,0%,14%,33%,33%,33%,0%,0%,0%,60%,0%,40%,40%,-,40%,40%,40%,40%,25%,0%,50%,0%,0%,50%,0%,50%,0%,50%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,100%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
gallmaker,8%,8%,13%,6%,10%,10%,10%,10%,19%,15%,16%,16%,8%,13%,13%,4%,17%,18%,0%,18%,14%,10%,20%,15%,5%,22%,22%,24%,19%,13%,13%,13%,8%,15%,15%,8%,23%,25%,18%,0%,27%,18%,27%,10%,30%,0%,30%,0%,0%,22%,25%,0%,29%,14%,14%,14%,33%,33%,33%,33%,0%,0%,40%,20%,60%,40%,40%,-,40%,40%,40%,25%,25%,75%,25%,25%,50%,0%,75%,0%,50%,0%,0%,0%,0%,0%,0%,50%,0%,0%,0%,0%,50%,100%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
elderwood,10%,8%,9%,0%,13%,3%,10%,14%,7%,19%,8%,20%,4%,8%,17%,0%,17%,9%,5%,18%,18%,10%,25%,20%,0%,17%,11%,24%,13%,13%,7%,13%,0%,15%,15%,0%,15%,17%,36%,0%,18%,36%,18%,10%,40%,0%,20%,10%,33%,0%,25%,14%,29%,0%,0%,29%,33%,67%,33%,0%,0%,0%,60%,0%,40%,40%,40%,40%,-,80%,40%,25%,0%,50%,0%,0%,100%,0%,50%,0%,50%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,100%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
blacktech,10%,5%,9%,0%,13%,3%,10%,14%,7%,15%,12%,16%,0%,8%,17%,0%,17%,9%,0%,18%,14%,10%,20%,20%,5%,17%,11%,24%,13%,13%,0%,13%,0%,15%,15%,0%,15%,17%,36%,0%,18%,36%,18%,10%,40%,0%,20%,0%,22%,0%,25%,14%,29%,0%,0%,14%,33%,67%,33%,0%,0%,0%,40%,0%,40%,40%,40%,40%,80%,-,40%,25%,0%,50%,0%,0%,100%,0%,50%,0%,50%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,100%,0%,100%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
apt-c-36,13%,10%,6%,6%,13%,7%,7%,10%,15%,15%,16%,12%,4%,17%,13%,0%,17%,14%,0%,18%,14%,10%,15%,15%,0%,17%,28%,18%,25%,19%,7%,7%,8%,8%,31%,8%,23%,25%,27%,9%,27%,27%,18%,20%,30%,0%,40%,0%,0%,11%,25%,0%,57%,14%,0%,14%,33%,33%,33%,0%,17%,0%,40%,20%,60%,40%,40%,40%,40%,40%,-,25%,25%,75%,0%,0%,50%,0%,50%,0%,50%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,100%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
whitefly,8%,5%,6%,3%,3%,7%,0%,7%,11%,8%,12%,12%,4%,8%,4%,9%,4%,14%,5%,9%,5%,10%,5%,10%,5%,11%,6%,12%,19%,19%,7%,13%,15%,0%,8%,15%,8%,8%,9%,0%,9%,9%,9%,20%,10%,10%,10%,0%,0%,11%,13%,14%,14%,0%,0%,14%,33%,17%,33%,0%,17%,0%,20%,0%,20%,40%,20%,20%,20%,20%,20%,-,0%,25%,25%,25%,25%,0%,25%,25%,25%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,50%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
wirte,10%,8%,6%,6%,6%,7%,10%,7%,11%,8%,12%,8%,4%,4%,4%,9%,17%,5%,5%,14%,5%,5%,15%,15%,5%,17%,11%,6%,13%,13%,7%,0%,8%,8%,15%,15%,15%,33%,9%,9%,18%,18%,27%,0%,20%,0%,20%,10%,11%,11%,0%,0%,29%,14%,29%,14%,0%,0%,0%,17%,0%,17%,0%,40%,20%,0%,0%,20%,0%,0%,20%,0%,-,50%,0%,25%,0%,0%,25%,0%,0%,0%,0%,33%,0%,0%,0%,50%,0%,50%,0%,0%,50%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
ta459,10%,10%,9%,3%,10%,7%,10%,10%,15%,15%,16%,12%,4%,13%,13%,4%,17%,14%,0%,18%,14%,10%,20%,20%,0%,22%,22%,18%,25%,19%,7%,7%,8%,15%,23%,8%,23%,33%,18%,9%,36%,27%,27%,10%,40%,0%,40%,0%,0%,11%,25%,0%,43%,14%,14%,14%,33%,33%,33%,17%,0%,0%,40%,20%,60%,40%,40%,60%,40%,40%,60%,25%,50%,-,0%,25%,50%,0%,75%,0%,50%,0%,0%,0%,0%,0%,0%,50%,0%,0%,0%,0%,50%,100%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
sowbug,8%,5%,6%,10%,3%,13%,7%,7%,11%,8%,12%,12%,12%,4%,4%,9%,4%,18%,5%,5%,0%,10%,5%,5%,16%,17%,6%,12%,13%,13%,13%,20%,8%,8%,8%,15%,8%,0%,0%,9%,9%,9%,0%,10%,0%,0%,10%,20%,0%,22%,25%,14%,14%,14%,0%,14%,33%,0%,17%,17%,17%,17%,0%,0%,0%,0%,0%,20%,0%,0%,0%,25%,0%,0%,-,25%,0%,0%,0%,0%,0%,33%,0%,0%,0%,0%,0%,0%,50%,0%,50%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
poseidon-group,8%,3%,3%,6%,6%,7%,10%,10%,7%,8%,12%,8%,8%,8%,8%,9%,4%,14%,5%,5%,5%,5%,5%,5%,11%,6%,6%,6%,13%,13%,7%,13%,15%,8%,0%,15%,0%,8%,0%,0%,9%,0%,9%,10%,10%,0%,10%,0%,0%,33%,0%,0%,0%,14%,14%,0%,33%,0%,0%,17%,17%,0%,0%,20%,0%,0%,0%,20%,0%,0%,0%,25%,25%,25%,25%,-,0%,0%,25%,0%,0%,0%,0%,0%,0%,0%,0%,50%,0%,0%,0%,0%,50%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
mofang,10%,5%,9%,0%,13%,3%,10%,14%,7%,15%,8%,16%,0%,8%,17%,0%,17%,9%,0%,18%,14%,10%,20%,20%,0%,17%,11%,24%,13%,13%,0%,13%,0%,15%,15%,0%,15%,17%,36%,0%,18%,36%,18%,10%,40%,0%,20%,0%,22%,0%,25%,14%,29%,0%,0%,14%,33%,67%,33%,0%,0%,0%,40%,0%,40%,40%,40%,40%,80%,80%,40%,25%,0%,50%,0%,0%,-,0%,50%,0%,50%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,100%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
fin5,5%,8%,13%,3%,3%,7%,0%,3%,4%,8%,4%,4%,12%,4%,13%,9%,4%,14%,5%,0%,5%,5%,0%,5%,0%,6%,0%,12%,13%,6%,13%,0%,15%,8%,8%,0%,0%,0%,9%,18%,0%,0%,0%,0%,0%,0%,0%,20%,0%,0%,0%,0%,0%,14%,0%,0%,0%,0%,0%,0%,0%,17%,20%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,-,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,50%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
darkhydrus,10%,8%,13%,3%,10%,7%,7%,10%,11%,12%,12%,12%,8%,13%,13%,4%,13%,14%,0%,14%,14%,10%,15%,15%,0%,22%,17%,18%,19%,13%,7%,7%,8%,15%,15%,8%,15%,25%,18%,0%,36%,18%,36%,10%,30%,0%,30%,0%,0%,11%,25%,0%,29%,14%,29%,14%,33%,33%,33%,33%,0%,0%,40%,20%,40%,40%,40%,60%,40%,40%,40%,25%,25%,75%,0%,25%,50%,0%,-,0%,50%,0%,0%,0%,0%,0%,0%,50%,0%,0%,0%,0%,50%,100%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
cleaver,3%,3%,3%,3%,0%,3%,3%,3%,4%,0%,4%,4%,4%,4%,0%,4%,0%,0%,0%,5%,0%,0%,0%,5%,5%,6%,6%,6%,6%,6%,7%,7%,8%,0%,0%,8%,0%,0%,0%,0%,0%,0%,0%,0%,0%,10%,0%,0%,11%,0%,0%,14%,0%,0%,0%,0%,0%,0%,17%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,25%,0%,0%,0%,0%,0%,0%,0%,-,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
apt12,5%,5%,6%,0%,6%,3%,7%,7%,7%,8%,8%,12%,0%,8%,8%,0%,9%,9%,0%,9%,14%,10%,10%,10%,0%,17%,17%,12%,13%,19%,0%,7%,0%,8%,15%,0%,23%,17%,18%,0%,18%,18%,18%,10%,20%,0%,20%,0%,0%,0%,25%,0%,29%,0%,0%,14%,33%,33%,33%,0%,17%,0%,40%,0%,40%,40%,40%,40%,40%,40%,40%,25%,0%,50%,0%,0%,50%,0%,50%,0%,-,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,100%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
threat-group-1314,5%,5%,3%,3%,10%,3%,7%,3%,4%,4%,4%,4%,12%,4%,4%,4%,4%,5%,0%,0%,5%,5%,10%,5%,11%,6%,6%,12%,6%,0%,7%,7%,0%,0%,8%,15%,8%,0%,0%,9%,9%,0%,0%,0%,0%,0%,10%,10%,0%,11%,13%,0%,14%,14%,14%,14%,17%,0%,0%,0%,0%,17%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,25%,0%,0%,0%,0%,0%,0%,-,0%,0%,0%,0%,0%,0%,50%,50%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
strider,0%,0%,0%,3%,0%,0%,0%,0%,0%,0%,0%,4%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,-,0%,0%,33%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
silverterrier,5%,3%,6%,3%,3%,7%,3%,3%,4%,0%,4%,4%,0%,0%,0%,4%,4%,0%,5%,5%,0%,5%,5%,0%,5%,6%,0%,0%,0%,6%,0%,0%,0%,0%,8%,0%,8%,8%,18%,9%,0%,9%,9%,0%,0%,0%,0%,10%,11%,0%,0%,0%,14%,0%,0%,14%,0%,0%,0%,0%,0%,17%,0%,20%,0%,0%,0%,0%,0%,0%,0%,0%,25%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,-,0%,0%,0%,0%,0%,50%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
putter-panda,3%,8%,0%,3%,10%,3%,10%,0%,4%,4%,8%,4%,4%,8%,4%,4%,4%,0%,9%,5%,5%,10%,5%,5%,5%,6%,6%,0%,6%,0%,0%,0%,0%,15%,15%,0%,8%,8%,9%,9%,18%,0%,9%,10%,10%,0%,0%,0%,11%,0%,13%,0%,0%,14%,0%,14%,0%,0%,0%,0%,0%,17%,0%,0%,20%,20%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,-,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
equation,0%,0%,0%,0%,0%,3%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,33%,0%,0%,-,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
axiom,0%,3%,0%,0%,3%,7%,0%,3%,0%,4%,0%,4%,8%,4%,4%,0%,4%,5%,0%,0%,9%,0%,0%,5%,0%,0%,0%,6%,6%,0%,0%,7%,8%,0%,0%,8%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,11%,0%,14%,0%,14%,14%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,-,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
thrip,5%,5%,3%,3%,6%,3%,3%,7%,4%,4%,4%,4%,4%,8%,4%,4%,4%,5%,0%,9%,5%,0%,5%,5%,0%,6%,6%,12%,6%,0%,7%,0%,8%,8%,0%,8%,0%,8%,0%,0%,9%,0%,9%,0%,10%,0%,10%,0%,0%,11%,0%,0%,0%,14%,14%,0%,0%,0%,0%,17%,0%,0%,0%,20%,0%,0%,0%,20%,0%,0%,0%,0%,25%,25%,0%,25%,0%,0%,25%,0%,0%,0%,0%,0%,0%,0%,0%,-,0%,0%,0%,0%,50%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
suckfly,3%,3%,3%,6%,6%,7%,3%,3%,4%,8%,4%,0%,4%,8%,4%,4%,4%,5%,0%,0%,0%,5%,10%,10%,5%,6%,11%,6%,13%,0%,7%,7%,0%,0%,8%,8%,8%,0%,0%,18%,9%,0%,0%,10%,10%,0%,10%,10%,0%,0%,25%,0%,14%,14%,0%,14%,17%,0%,0%,17%,0%,17%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,25%,0%,0%,0%,0%,0%,0%,33%,0%,0%,0%,0%,0%,0%,-,0%,0%,0%,0%,0%,100%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
orangeworm,5%,5%,3%,3%,6%,3%,7%,3%,4%,0%,4%,8%,4%,0%,0%,4%,4%,0%,5%,5%,0%,5%,5%,0%,11%,6%,0%,6%,0%,6%,0%,0%,0%,0%,8%,8%,8%,8%,9%,0%,0%,9%,9%,0%,0%,0%,0%,10%,11%,11%,0%,0%,14%,0%,14%,14%,0%,0%,0%,0%,0%,17%,0%,20%,0%,0%,0%,0%,0%,0%,0%,0%,25%,0%,0%,0%,0%,0%,0%,0%,0%,33%,0%,33%,0%,0%,0%,0%,0%,-,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
group5,5%,5%,6%,3%,3%,7%,0%,7%,0%,4%,4%,4%,8%,4%,4%,9%,4%,9%,5%,0%,5%,5%,0%,0%,5%,11%,0%,6%,6%,13%,0%,0%,8%,15%,8%,0%,0%,0%,0%,9%,0%,9%,0%,0%,0%,0%,0%,20%,0%,0%,13%,14%,0%,14%,0%,0%,0%,0%,17%,0%,0%,17%,20%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,25%,0%,0%,25%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,-,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
