ADVERSARY_NAME,apt32,lazarus-group,apt28,unc2452,wizard-spider,apt41,turla,oilrig,muddywater,patchwork,bronze-butler,apt39,apt3,fin6,dragonfly-2.0,threat-group-3390,cobalt-group,menupass,rocke,apt33,apt29,tropic-trooper,ta505,leviathan,ke3chang,magic-hound,fin7,fin8,silence,sandworm-team,soft-cell,apt1,temp.veles,kimsuky,gamaredon-group,blue-mockingbird,apt37,inception,machete,honeybee,gorgon-group,fin4,apt19,promethium,molerats,leafminer,frankenstein,apt38,night-dragon,chimera,darkhotel,stolen-pencil,rancor,fin10,deep-panda,dark-caracal,admin@338,windshift,platinum,copykittens,carbanak,apt18,the-white-company,stealth-falcon,sharpshooter,rtm,naikon,gallmaker,elderwood,blacktech,apt-c-36,whitefly,wirte,ta459,sowbug,poseidon-group,mofang,fin5,darkhydrus,cleaver,apt12,threat-group-1314,strider,silverterrier,putter-panda,equation,axiom,thrip,suckfly,orangeworm,group5,gcman,darkvishnya,apt30,winnti-group,scarlet-mimic,moafee,gold-southfield,dragonfly,apt17,apt16,taidoor,pittytiger,neodymium,monsoon,lotus-blossom,dust-storm,dragonok,charming-kitten,blackoasis,apt34
apt37,8%,8%,9%,3%,6%,3%,7%,7%,15%,15%,12%,4%,4%,8%,8%,4%,17%,9%,0%,9%,5%,10%,20%,15%,5%,17%,22%,12%,19%,13%,7%,7%,0%,0%,23%,8%,-,17%,9%,18%,27%,18%,9%,10%,20%,0%,30%,10%,0%,0%,25%,0%,43%,14%,0%,29%,33%,17%,17%,0%,0%,17%,20%,0%,60%,20%,20%,40%,20%,20%,40%,25%,25%,50%,25%,0%,25%,0%,25%,0%,25%,33%,0%,0%,0%,0%,0%,0%,50%,0%,0%,0%,0%,50%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
inception,8%,8%,6%,3%,6%,3%,7%,7%,11%,12%,12%,8%,4%,8%,8%,4%,13%,9%,0%,14%,9%,5%,15%,15%,0%,17%,17%,12%,19%,13%,7%,0%,8%,8%,15%,8%,15%,-,9%,9%,27%,18%,18%,10%,30%,0%,30%,0%,0%,11%,13%,0%,29%,14%,14%,14%,17%,17%,17%,17%,0%,0%,20%,20%,40%,20%,20%,40%,20%,20%,40%,25%,50%,75%,0%,25%,25%,0%,50%,0%,25%,0%,0%,0%,0%,0%,0%,50%,0%,0%,0%,0%,50%,50%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
machete,8%,3%,3%,3%,10%,3%,3%,10%,7%,12%,12%,16%,4%,8%,17%,0%,13%,9%,5%,14%,14%,5%,10%,10%,0%,6%,11%,18%,13%,6%,7%,0%,8%,0%,15%,8%,8%,8%,-,0%,9%,18%,9%,10%,20%,0%,20%,0%,11%,11%,13%,0%,29%,14%,0%,14%,17%,33%,17%,0%,0%,0%,20%,20%,20%,20%,20%,20%,40%,40%,40%,25%,0%,25%,0%,0%,50%,0%,25%,0%,25%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,50%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
honeybee,8%,5%,3%,3%,6%,7%,7%,3%,7%,8%,8%,4%,4%,8%,4%,4%,9%,5%,0%,5%,0%,5%,10%,10%,11%,11%,11%,6%,19%,6%,7%,7%,0%,0%,15%,15%,15%,8%,0%,-,18%,9%,0%,0%,10%,0%,20%,10%,0%,0%,13%,0%,29%,14%,0%,14%,17%,0%,0%,0%,0%,17%,0%,0%,20%,0%,0%,0%,0%,0%,20%,0%,25%,25%,25%,0%,0%,0%,0%,0%,0%,33%,0%,0%,0%,0%,0%,0%,50%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
gorgon-group,10%,10%,9%,6%,10%,7%,10%,10%,15%,15%,16%,8%,8%,13%,13%,9%,17%,14%,0%,14%,9%,10%,20%,20%,5%,22%,22%,18%,25%,13%,13%,7%,8%,8%,23%,15%,23%,25%,9%,18%,-,18%,18%,10%,30%,0%,40%,10%,0%,11%,25%,0%,43%,29%,14%,29%,33%,17%,17%,17%,0%,17%,20%,20%,40%,20%,20%,40%,20%,20%,40%,25%,50%,75%,25%,25%,25%,0%,50%,0%,25%,33%,0%,0%,0%,0%,0%,50%,50%,0%,0%,0%,50%,50%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
fin4,8%,5%,3%,0%,6%,0%,7%,7%,7%,12%,8%,8%,0%,4%,8%,0%,13%,5%,0%,14%,5%,5%,15%,15%,0%,11%,11%,12%,13%,13%,0%,0%,0%,0%,15%,0%,15%,17%,18%,9%,18%,-,9%,10%,30%,0%,20%,0%,11%,0%,13%,0%,29%,0%,0%,14%,17%,33%,17%,0%,0%,0%,20%,0%,40%,20%,20%,20%,40%,40%,40%,25%,25%,50%,0%,0%,50%,0%,25%,0%,25%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,50%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
apt19,5%,5%,6%,3%,6%,3%,3%,7%,7%,8%,8%,8%,4%,8%,8%,4%,9%,9%,0%,9%,9%,5%,10%,10%,0%,11%,11%,12%,13%,6%,7%,0%,8%,8%,8%,8%,8%,17%,9%,0%,18%,9%,-,10%,20%,0%,20%,0%,0%,11%,13%,0%,14%,14%,14%,14%,17%,17%,17%,17%,0%,0%,20%,20%,20%,20%,20%,40%,20%,20%,20%,25%,25%,50%,0%,25%,25%,0%,50%,0%,25%,0%,0%,0%,0%,0%,0%,50%,0%,0%,0%,0%,50%,50%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
promethium,3%,3%,3%,0%,3%,0%,0%,3%,4%,4%,4%,4%,0%,4%,4%,0%,4%,5%,0%,5%,5%,5%,5%,5%,0%,6%,6%,6%,6%,6%,0%,0%,0%,0%,8%,0%,8%,8%,9%,0%,9%,9%,9%,-,10%,0%,10%,0%,0%,0%,13%,0%,14%,0%,0%,14%,17%,17%,17%,0%,0%,0%,20%,0%,20%,20%,20%,20%,20%,20%,20%,25%,0%,25%,0%,0%,25%,0%,25%,0%,25%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,50%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
molerats,13%,8%,6%,3%,10%,3%,10%,10%,11%,15%,12%,12%,4%,13%,13%,4%,22%,9%,0%,18%,9%,5%,25%,20%,0%,17%,22%,18%,25%,13%,7%,0%,8%,8%,15%,8%,15%,25%,18%,9%,27%,27%,18%,10%,-,10%,30%,0%,11%,11%,13%,0%,29%,14%,14%,14%,17%,33%,17%,17%,0%,0%,20%,20%,40%,20%,20%,40%,40%,40%,40%,25%,50%,75%,0%,25%,50%,0%,50%,0%,25%,0%,0%,0%,0%,0%,0%,50%,0%,0%,0%,0%,50%,50%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
leafminer,3%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,4%,0%,0%,4%,0%,0%,0%,0%,0%,5%,0%,0%,0%,6%,0%,6%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,10%,-,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
frankenstein,13%,10%,9%,10%,13%,10%,10%,14%,19%,19%,20%,12%,12%,17%,17%,9%,22%,18%,0%,18%,14%,10%,20%,20%,5%,22%,28%,24%,31%,13%,20%,7%,15%,8%,31%,23%,23%,25%,18%,18%,36%,18%,18%,10%,30%,0%,-,10%,0%,22%,25%,0%,57%,43%,14%,29%,33%,17%,17%,17%,0%,17%,20%,40%,40%,20%,20%,40%,20%,20%,60%,25%,50%,75%,25%,25%,25%,0%,50%,0%,25%,33%,0%,0%,0%,0%,0%,50%,50%,0%,0%,0%,50%,50%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
apt38,3%,3%,3%,3%,3%,3%,3%,3%,4%,4%,4%,0%,4%,4%,4%,4%,4%,5%,0%,0%,0%,5%,5%,5%,5%,6%,6%,6%,6%,0%,7%,7%,0%,0%,8%,8%,8%,0%,0%,9%,9%,0%,0%,0%,0%,0%,10%,-,0%,0%,13%,0%,14%,14%,0%,14%,17%,0%,0%,0%,0%,17%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,25%,0%,0%,0%,0%,0%,0%,33%,0%,0%,0%,0%,0%,0%,50%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
night-dragon,3%,0%,0%,0%,3%,0%,3%,3%,0%,4%,0%,4%,0%,0%,4%,0%,4%,0%,0%,5%,0%,0%,5%,5%,0%,0%,0%,6%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,9%,0%,0%,9%,0%,0%,10%,0%,0%,0%,-,0%,0%,0%,0%,0%,0%,0%,0%,17%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,20%,20%,0%,0%,0%,0%,0%,0%,25%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
chimera,5%,3%,3%,6%,6%,7%,3%,7%,7%,8%,8%,8%,8%,8%,8%,4%,9%,9%,0%,9%,9%,0%,5%,5%,0%,6%,11%,12%,13%,0%,13%,0%,15%,8%,8%,15%,0%,8%,9%,0%,9%,0%,9%,0%,10%,0%,20%,0%,0%,-,0%,0%,14%,29%,14%,0%,0%,0%,0%,17%,0%,0%,0%,40%,0%,0%,0%,20%,0%,0%,20%,0%,25%,25%,0%,25%,0%,0%,25%,0%,0%,0%,0%,0%,0%,0%,0%,50%,0%,0%,0%,0%,50%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
darkhotel,5%,5%,6%,3%,6%,3%,3%,7%,7%,8%,8%,4%,4%,8%,8%,4%,9%,9%,0%,5%,5%,10%,10%,10%,5%,11%,11%,12%,13%,6%,7%,7%,0%,0%,15%,8%,15%,8%,9%,9%,18%,9%,9%,10%,10%,0%,20%,10%,0%,0%,-,0%,29%,14%,0%,29%,33%,17%,17%,0%,0%,17%,20%,0%,20%,20%,20%,20%,20%,20%,20%,25%,0%,25%,25%,0%,25%,0%,25%,0%,25%,33%,0%,0%,0%,0%,0%,0%,50%,0%,0%,0%,0%,50%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
stolen-pencil,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,-,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
rancor,10%,8%,6%,6%,10%,7%,7%,10%,15%,15%,16%,8%,8%,13%,13%,4%,17%,14%,0%,14%,9%,10%,15%,15%,5%,17%,22%,18%,25%,13%,13%,7%,8%,0%,31%,15%,23%,17%,18%,18%,27%,18%,9%,10%,20%,0%,40%,10%,0%,11%,25%,0%,-,29%,0%,29%,33%,17%,17%,0%,0%,17%,20%,20%,40%,20%,20%,20%,20%,20%,60%,25%,25%,50%,25%,0%,25%,0%,25%,0%,25%,33%,0%,0%,0%,0%,0%,0%,50%,0%,0%,0%,0%,50%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
fin10,8%,5%,6%,10%,10%,10%,7%,10%,11%,12%,12%,8%,12%,13%,13%,9%,13%,14%,0%,9%,9%,5%,10%,10%,5%,11%,17%,18%,19%,0%,20%,7%,15%,8%,15%,23%,8%,8%,9%,9%,18%,0%,9%,0%,10%,0%,30%,10%,0%,22%,13%,0%,29%,-,14%,14%,17%,0%,0%,17%,0%,17%,0%,40%,0%,0%,0%,20%,0%,0%,20%,0%,25%,25%,25%,25%,0%,0%,25%,0%,0%,33%,0%,0%,0%,0%,0%,50%,50%,0%,0%,0%,50%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
deep-panda,3%,3%,3%,3%,3%,3%,3%,3%,4%,4%,4%,4%,4%,4%,4%,4%,4%,5%,0%,5%,5%,0%,5%,5%,0%,6%,6%,6%,6%,0%,7%,0%,8%,8%,0%,8%,0%,8%,0%,0%,9%,0%,9%,0%,10%,0%,10%,0%,0%,11%,0%,0%,0%,14%,-,0%,0%,0%,0%,17%,0%,0%,0%,20%,0%,0%,0%,20%,0%,0%,0%,0%,25%,25%,0%,25%,0%,0%,25%,0%,0%,0%,0%,0%,0%,0%,0%,50%,0%,0%,0%,0%,50%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
dark-caracal,5%,5%,6%,3%,6%,3%,3%,7%,7%,8%,8%,4%,4%,8%,8%,4%,9%,9%,0%,5%,5%,10%,10%,10%,5%,11%,11%,12%,13%,6%,7%,7%,0%,0%,15%,8%,15%,8%,9%,9%,18%,9%,9%,10%,10%,0%,20%,10%,0%,0%,25%,0%,29%,14%,0%,-,33%,17%,17%,0%,0%,17%,20%,0%,20%,20%,20%,20%,20%,20%,20%,25%,0%,25%,25%,0%,25%,0%,25%,0%,25%,33%,0%,0%,0%,0%,0%,0%,50%,0%,0%,0%,0%,50%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
admin@338,5%,5%,6%,3%,6%,3%,3%,7%,7%,8%,8%,4%,4%,8%,8%,4%,9%,9%,0%,5%,5%,10%,10%,10%,5%,11%,11%,12%,13%,6%,7%,7%,0%,0%,15%,8%,15%,8%,9%,9%,18%,9%,9%,10%,10%,0%,20%,10%,0%,0%,25%,0%,29%,14%,0%,29%,-,17%,17%,0%,0%,17%,20%,0%,20%,20%,20%,20%,20%,20%,20%,25%,0%,25%,25%,0%,25%,0%,25%,0%,25%,33%,0%,0%,0%,0%,0%,0%,50%,0%,0%,0%,0%,50%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
windshift,5%,3%,3%,0%,6%,0%,3%,7%,4%,8%,4%,8%,0%,4%,8%,0%,9%,5%,0%,9%,5%,5%,10%,10%,0%,6%,6%,12%,6%,6%,0%,0%,0%,0%,8%,0%,8%,8%,18%,0%,9%,18%,9%,10%,20%,0%,10%,0%,11%,0%,13%,0%,14%,0%,0%,14%,17%,-,17%,0%,0%,0%,20%,0%,20%,20%,20%,20%,40%,40%,20%,25%,0%,25%,0%,0%,50%,0%,25%,0%,25%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,50%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
platinum,3%,3%,3%,0%,3%,0%,0%,3%,4%,4%,4%,4%,0%,4%,4%,0%,4%,5%,0%,5%,5%,5%,5%,5%,0%,6%,6%,6%,6%,6%,0%,0%,0%,0%,8%,0%,8%,8%,9%,0%,9%,9%,9%,10%,10%,0%,10%,0%,0%,0%,13%,0%,14%,0%,0%,14%,17%,17%,-,0%,0%,0%,20%,0%,20%,20%,20%,20%,20%,20%,20%,25%,0%,25%,0%,0%,25%,0%,25%,0%,25%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,50%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
copykittens,3%,3%,3%,3%,3%,3%,3%,3%,4%,4%,4%,4%,4%,4%,4%,4%,4%,5%,0%,5%,5%,0%,5%,5%,0%,6%,6%,6%,6%,0%,7%,0%,8%,8%,0%,8%,0%,8%,0%,0%,9%,0%,9%,0%,10%,0%,10%,0%,0%,11%,0%,0%,0%,14%,14%,0%,0%,0%,0%,-,0%,0%,0%,20%,0%,0%,0%,20%,0%,0%,0%,0%,25%,25%,0%,25%,0%,0%,25%,0%,0%,0%,0%,0%,0%,0%,0%,50%,0%,0%,0%,0%,50%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
carbanak,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,-,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
apt18,3%,3%,3%,3%,3%,3%,3%,3%,4%,4%,8%,0%,4%,4%,4%,9%,4%,5%,0%,0%,0%,5%,5%,5%,5%,6%,6%,6%,6%,0%,7%,7%,0%,0%,8%,8%,8%,0%,0%,9%,9%,0%,0%,0%,0%,0%,10%,10%,0%,0%,13%,0%,14%,14%,0%,14%,17%,0%,0%,0%,0%,-,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,25%,0%,0%,0%,0%,0%,0%,33%,0%,0%,0%,0%,0%,0%,50%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
the-white-company,3%,3%,3%,0%,3%,0%,0%,3%,4%,4%,4%,4%,0%,4%,4%,0%,4%,5%,0%,5%,5%,5%,5%,5%,0%,6%,6%,6%,6%,6%,0%,0%,0%,0%,8%,0%,8%,8%,9%,0%,9%,9%,9%,10%,10%,0%,10%,0%,0%,0%,13%,0%,14%,0%,0%,14%,17%,17%,17%,0%,0%,0%,-,0%,20%,20%,20%,20%,20%,20%,20%,25%,0%,25%,0%,0%,25%,0%,25%,0%,25%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,50%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
stealth-falcon,5%,3%,3%,6%,6%,7%,3%,7%,7%,8%,8%,8%,8%,8%,8%,4%,9%,9%,0%,9%,9%,0%,5%,5%,0%,6%,11%,12%,13%,0%,13%,0%,15%,8%,8%,15%,0%,8%,9%,0%,9%,0%,9%,0%,10%,0%,20%,0%,0%,22%,0%,0%,14%,29%,14%,0%,0%,0%,0%,17%,0%,0%,0%,-,0%,0%,0%,20%,0%,0%,20%,0%,25%,25%,0%,25%,0%,0%,25%,0%,0%,0%,0%,0%,0%,0%,0%,50%,0%,0%,0%,0%,50%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
sharpshooter,5%,5%,6%,0%,3%,0%,3%,3%,11%,12%,8%,4%,0%,4%,4%,0%,13%,5%,0%,9%,5%,5%,15%,10%,0%,11%,17%,6%,13%,13%,0%,0%,0%,0%,15%,0%,23%,17%,9%,9%,18%,18%,9%,10%,20%,0%,20%,0%,0%,0%,13%,0%,29%,0%,0%,14%,17%,17%,17%,0%,0%,0%,20%,0%,-,20%,20%,40%,20%,20%,40%,25%,25%,50%,0%,0%,25%,0%,25%,0%,25%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,50%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
rtm,3%,3%,3%,0%,3%,0%,0%,3%,4%,4%,4%,4%,0%,4%,4%,0%,4%,5%,0%,5%,5%,5%,5%,5%,0%,6%,6%,6%,6%,6%,0%,0%,0%,0%,8%,0%,8%,8%,9%,0%,9%,9%,9%,10%,10%,0%,10%,0%,0%,0%,13%,0%,14%,0%,0%,14%,17%,17%,17%,0%,0%,0%,20%,0%,20%,-,20%,20%,20%,20%,20%,25%,0%,25%,0%,0%,25%,0%,25%,0%,25%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,50%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
naikon,3%,3%,3%,0%,3%,0%,0%,3%,4%,4%,4%,4%,0%,4%,4%,0%,4%,5%,0%,5%,5%,5%,5%,5%,0%,6%,6%,6%,6%,6%,0%,0%,0%,0%,8%,0%,8%,8%,9%,0%,9%,9%,9%,10%,10%,0%,10%,0%,0%,0%,13%,0%,14%,0%,0%,14%,17%,17%,17%,0%,0%,0%,20%,0%,20%,20%,-,20%,20%,20%,20%,25%,0%,25%,0%,0%,25%,0%,25%,0%,25%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,50%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
gallmaker,5%,5%,9%,3%,6%,3%,3%,7%,11%,12%,8%,8%,4%,8%,8%,4%,13%,9%,0%,9%,9%,5%,15%,10%,0%,11%,17%,12%,13%,6%,7%,0%,8%,8%,8%,8%,15%,17%,9%,0%,18%,9%,18%,10%,20%,0%,20%,0%,0%,11%,13%,0%,14%,14%,14%,14%,17%,17%,17%,17%,0%,0%,20%,20%,40%,20%,20%,-,20%,20%,20%,25%,25%,50%,0%,25%,25%,0%,50%,0%,25%,0%,0%,0%,0%,0%,0%,50%,0%,0%,0%,0%,50%,50%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
elderwood,5%,3%,3%,0%,6%,0%,3%,7%,4%,8%,4%,8%,0%,4%,8%,0%,9%,5%,0%,9%,5%,5%,10%,10%,0%,6%,6%,12%,6%,6%,0%,0%,0%,0%,8%,0%,8%,8%,18%,0%,9%,18%,9%,10%,20%,0%,10%,0%,11%,0%,13%,0%,14%,0%,0%,14%,17%,33%,17%,0%,0%,0%,20%,0%,20%,20%,20%,20%,-,40%,20%,25%,0%,25%,0%,0%,50%,0%,25%,0%,25%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,50%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
blacktech,5%,3%,3%,0%,6%,0%,3%,7%,4%,8%,4%,8%,0%,4%,8%,0%,9%,5%,0%,9%,5%,5%,10%,10%,0%,6%,6%,12%,6%,6%,0%,0%,0%,0%,8%,0%,8%,8%,18%,0%,9%,18%,9%,10%,20%,0%,10%,0%,11%,0%,13%,0%,14%,0%,0%,14%,17%,33%,17%,0%,0%,0%,20%,0%,20%,20%,20%,20%,40%,-,20%,25%,0%,25%,0%,0%,50%,0%,25%,0%,25%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,50%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
apt-c-36,8%,5%,3%,3%,6%,3%,3%,7%,11%,12%,12%,8%,4%,8%,8%,0%,13%,9%,0%,14%,9%,5%,10%,10%,0%,11%,17%,12%,19%,13%,7%,0%,8%,0%,23%,8%,15%,17%,18%,9%,18%,18%,9%,10%,20%,0%,30%,0%,0%,11%,13%,0%,43%,14%,0%,14%,17%,17%,17%,0%,0%,0%,20%,20%,40%,20%,20%,20%,20%,20%,-,25%,25%,50%,0%,0%,25%,0%,25%,0%,25%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,50%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
whitefly,3%,3%,3%,0%,3%,0%,0%,3%,4%,4%,4%,4%,0%,4%,4%,0%,4%,5%,0%,5%,5%,5%,5%,5%,0%,6%,6%,6%,6%,6%,0%,0%,0%,0%,8%,0%,8%,8%,9%,0%,9%,9%,9%,10%,10%,0%,10%,0%,0%,0%,13%,0%,14%,0%,0%,14%,17%,17%,17%,0%,0%,0%,20%,0%,20%,20%,20%,20%,20%,20%,20%,-,0%,25%,0%,0%,25%,0%,25%,0%,25%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,50%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
wirte,5%,5%,3%,3%,3%,3%,7%,3%,7%,8%,8%,4%,4%,4%,4%,4%,9%,5%,0%,9%,5%,0%,10%,10%,0%,11%,11%,6%,13%,6%,7%,0%,8%,8%,8%,8%,8%,17%,0%,9%,18%,9%,9%,0%,20%,0%,20%,0%,0%,11%,0%,0%,14%,14%,14%,0%,0%,0%,0%,17%,0%,0%,0%,20%,20%,0%,0%,20%,0%,0%,20%,0%,-,50%,0%,25%,0%,0%,25%,0%,0%,0%,0%,0%,0%,0%,0%,50%,0%,0%,0%,0%,50%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
ta459,8%,8%,6%,3%,6%,3%,7%,7%,11%,12%,12%,8%,4%,8%,8%,4%,13%,9%,0%,14%,9%,5%,15%,15%,0%,17%,17%,12%,19%,13%,7%,0%,8%,8%,15%,8%,15%,25%,9%,9%,27%,18%,18%,10%,30%,0%,30%,0%,0%,11%,13%,0%,29%,14%,14%,14%,17%,17%,17%,17%,0%,0%,20%,20%,40%,20%,20%,40%,20%,20%,40%,25%,50%,-,0%,25%,25%,0%,50%,0%,25%,0%,0%,0%,0%,0%,0%,50%,0%,0%,0%,0%,50%,50%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
sowbug,3%,3%,3%,3%,3%,3%,3%,3%,4%,4%,4%,0%,4%,4%,4%,4%,4%,5%,0%,0%,0%,5%,5%,5%,5%,6%,6%,6%,6%,0%,7%,7%,0%,0%,8%,8%,8%,0%,0%,9%,9%,0%,0%,0%,0%,0%,10%,10%,0%,0%,13%,0%,14%,14%,0%,14%,17%,0%,0%,0%,0%,17%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,-,0%,0%,0%,0%,0%,0%,33%,0%,0%,0%,0%,0%,0%,50%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
